Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
471776,106772,-0.981649,50.855952,44,3,4,3,10-11-14,2,18:42,495,E10000014,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01022957
204793,67909,-4.752752,50.478345,50,3,2,1,06-03-14,5,14:55,596,E06000052,3,389,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01018945
323621,862434,-3.281216,57.645408,92,3,2,1,24-02-14,2,16:30,930,S12000020,3,96,1,40,1,4,6,0,0,0,1,1,1,0,0,1,2,
401500,295680,-1.979316,52.558927,20,3,2,1,13-02-14,5,22:55,307,E08000030,1,6,3,70,0,-1,-1,0,0,0,4,9,1,0,0,2,2,E01010335
435058,387535,-1.474398,53.383493,14,3,2,3,02-02-14,1,3:30,215,E08000019,4,6539,6,30,1,4,6,0,0,0,4,2,2,0,0,1,1,E01033262
423620,321228,-1.651208,52.788089,21,3,2,2,17-02-14,2,22:30,251,E10000028,4,5018,6,40,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01029414
388487,335641,-2.172682,52.918043,21,3,2,1,18-07-14,6,11:39,255,E10000028,3,34,1,60,1,4,3,51,0,0,1,1,1,0,0,2,1,E01029683
425341,565777,-1.605521,54.985971,10,3,2,1,03-05-14,7,11:20,147,E08000021,4,1600,6,30,6,2,5,120,0,5,1,1,1,0,0,1,1,E01008370
520330,296410,-0.226675,52.55221,35,3,1,3,20-09-14,7,11:07,394,E06000031,3,605,1,30,1,4,4,1091,0,0,1,1,1,0,0,1,1,E01015671
354032,429330,-2.698721,53.758287,4,3,1,1,17-05-14,7,22:28,79,E10000017,6,0,2,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01033223
452415,362504,-1.217588,53.157078,31,3,2,2,27-09-14,7,17:15,344,E10000024,3,6191,3,30,6,2,3,6075,0,5,1,1,1,0,0,1,2,E01028267
522710,179480,-0.233496,51.500892,1,3,2,1,29-08-14,6,14:01,11,E09000013,3,402,6,30,3,4,5,0,0,1,1,1,1,0,0,1,1,E01001858
556240,190360,0.254048,51.590379,1,3,2,2,14-06-14,7,11:31,15,E09000016,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,2,1,E01002296
516710,149515,-0.329728,51.232836,45,3,3,3,19-06-14,5,10:45,512,E10000030,3,25,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01030534
484198,238679,-0.773845,52.040087,43,3,2,1,04-12-14,5,18:30,479,E06000042,3,509,3,40,1,2,5,156,0,0,4,2,2,0,0,1,2,E01033500
410908,434893,-1.835831,53.810212,13,3,2,2,12-08-14,3,15:55,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010672
536350,188760,-0.033507,51.581162,1,3,2,1,30-06-14,2,20:00,13,E09000031,3,1006,6,30,3,4,6,0,0,1,4,8,2,0,0,1,1,E01004392
361069,171749,-2.561573,51.443335,52,3,2,1,22-12-14,2,22:14,601,E06000023,3,4320,3,30,8,4,6,0,0,0,4,1,1,0,0,1,1,E01014531
543251,208108,0.073952,51.753303,42,2,2,5,20-12-14,7,22:42,457,E10000012,3,1169,1,40,1,4,3,1169,0,0,4,1,1,0,0,2,1,E01021830
415057,308104,-1.778778,52.670413,21,3,2,1,20-04-14,1,15:10,252,E10000028,5,75,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01029530
359554,176874,-2.583958,51.489309,52,3,1,1,04-11-14,3,20:03,601,E06000023,4,4469,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01014635
504309,483651,-0.401008,54.237945,12,3,3,2,13-01-14,2,11:20,186,E10000023,4,1261,6,40,8,4,6,0,0,0,1,1,2,0,0,1,1,E01027807
415701,270716,-1.771008,52.334276,23,3,5,4,20-08-14,4,17:52,293,E10000031,1,40,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01031244
557930,186780,0.276816,51.557744,1,1,2,1,01-09-14,2,17:06,15,E09000016,4,187,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01002391
534910,167000,-0.062584,51.385962,1,3,3,1,31-05-14,7,13:50,20,E09000008,3,222,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01000992
357052,428625,-2.652819,53.752209,4,3,1,1,06-09-14,7,12:52,83,E10000017,4,6230,6,40,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01025456
529840,182630,-0.12967,51.527609,1,3,2,2,12-10-14,1,14:53,2,E09000007,3,501,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01000942
555120,173800,0.23061,51.4419,46,3,2,1,25-11-14,3,8:10,532,E10000016,3,226,6,30,2,4,6,0,0,0,1,1,2,0,0,1,1,E01024136
523496,137207,-0.236804,51.120786,47,3,2,2,18-03-14,3,20:35,562,E10000032,6,0,6,40,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01031676
616933,244265,1.162722,52.054238,37,3,2,1,25-03-14,3,10:10,412,E10000029,3,1156,2,30,3,2,3,1156,0,0,1,1,1,0,0,1,1,E01033129
244459,139189,-4.224394,51.130746,50,3,1,1,20-06-14,6,18:52,582,E10000008,4,3231,6,30,3,4,4,3231,0,0,1,1,1,0,0,2,1,E01020109
529760,182580,-0.130841,51.527178,1,3,2,1,29-09-14,2,20:10,2,E09000007,3,501,6,30,6,2,3,4200,0,5,4,1,1,0,0,1,2,E01000852
533650,187000,-0.073121,51.565992,1,3,2,1,18-06-14,4,14:17,4,E09000012,3,10,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01001800
561128,105054,0.286264,50.822544,47,2,3,2,09-09-14,3,17:19,556,E10000011,4,2104,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01021208
515133,460290,-0.243911,54.025767,16,3,2,2,26-06-14,5,9:28,231,E06000011,3,165,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01012992
534580,181280,-0.061896,51.514369,1,3,1,1,22-09-14,2,17:30,5,E09000030,4,108,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,2,E01004319
445861,389256,-1.311744,53.398136,14,2,2,1,16-06-14,2,13:00,213,E08000018,1,1,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01007814
336401,381837,-2.956439,53.329598,5,2,4,1,03-08-14,1,15:50,95,E08000015,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01007164
395787,405518,-2.065058,53.546275,6,3,1,1,08-03-14,7,4:35,104,E08000004,3,62,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01005387
260861,612818,-4.198164,55.389566,97,2,1,2,26-12-14,6,9:10,919,S12000008,4,721,6,30,9,4,6,0,0,0,1,1,4,0,0,2,1,
611339,226321,1.070216,51.895298,42,3,2,2,10-07-14,5,8:58,461,E10000012,6,0,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01022019
449103,358095,-1.267789,53.117763,31,3,2,1,11-12-14,5,16:59,340,E10000024,5,211,1,30,2,4,6,0,0,0,4,1,2,0,0,1,1,E01027975
543620,178730,0.067259,51.489231,1,3,1,1,29-05-14,5,9:40,6,E09000011,3,205,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01001696
534430,175890,-0.066108,51.465967,1,3,2,1,21-01-14,3,17:35,8,E09000028,3,2215,3,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01004062
517234,468056,-0.208855,54.095059,16,3,3,2,19-11-14,4,18:30,231,E06000011,4,1255,1,30,2,4,3,1038,0,0,4,1,1,0,0,1,1,E01012932
533250,181530,-0.080958,51.51693,48,3,1,1,01-03-14,7,22:00,570,E09000001,3,10,6,30,3,2,5,0,0,5,4,1,1,0,0,1,1,E01032739
369808,434511,-2.459952,53.806009,4,3,2,1,26-04-14,7,10:45,80,E10000017,3,59,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01025333
338692,388536,-2.923344,53.390077,5,3,2,1,20-03-14,5,21:00,91,E08000012,3,562,3,30,6,2,6,0,0,0,4,1,1,0,0,1,1,E01006724
511660,200310,-0.386001,51.6904,41,3,3,1,16-06-14,2,15:45,437,E10000015,6,271,6,30,3,4,3,412,0,0,1,1,1,0,0,1,1,E01023893
412280,287970,-1.820586,52.489479,20,3,1,1,20-11-14,5,16:30,300,E08000025,6,0,6,30,8,4,6,0,0,0,4,9,1,0,0,1,2,E01009490
419695,425443,-1.702989,53.725018,13,3,2,2,10-11-14,2,14:23,203,E08000034,3,643,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01011242
403508,318571,-1.94946,52.764705,21,3,1,1,23-09-14,3,18:50,250,E10000028,6,89,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01029401
613961,246790,1.121024,52.078061,37,2,2,2,11-05-14,1,3:40,412,E10000029,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01030031
531430,187980,-0.104765,51.57532,1,3,1,1,26-10-14,1,21:08,31,E09000014,4,138,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002002
519820,165990,-0.279675,51.380268,1,3,2,1,02-08-14,7,12:15,23,E09000021,3,3,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002919
295563,176197,-3.505191,51.475015,62,3,2,2,12-08-14,3,17:24,746,W06000014,3,48,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,W01001105
296593,113061,-3.472167,50.907668,50,3,2,2,04-10-14,7,12:35,586,E10000008,3,396,6,40,3,4,6,0,0,0,1,1,1,0,0,1,1,E01020067
406501,441173,-1.902627,53.86673,13,3,2,1,20-11-14,5,16:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,7,1,1,0,0,1,2,E01010710
518020,213500,-0.28956,51.807642,41,3,1,2,30-01-14,5,15:12,434,E10000015,6,1224,6,30,8,4,-1,-1,0,0,1,1,2,0,0,2,1,E01023746
442457,383071,-1.363764,53.342828,14,3,2,1,10-11-14,2,21:00,215,E08000019,6,0,1,40,1,4,6,0,0,0,4,1,1,0,0,1,2,E01008037
517550,300290,-0.266282,52.587682,35,1,1,3,15-09-14,2,23:49,394,E06000031,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01015663
379930,410925,-2.304717,53.594505,6,3,2,1,18-06-14,4,14:19,101,E08000002,3,58,3,30,7,2,3,58,0,0,1,1,1,0,0,1,1,E01005027
332724,396678,-3.01481,53.462524,5,2,1,1,10-07-14,5,21:25,93,E08000014,3,565,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01007004
475557,273723,-0.891995,52.356337,34,3,2,1,09-03-14,1,10:00,381,E10000021,3,508,6,30,3,4,6,6223,0,0,1,1,1,0,0,2,1,E01027002
572278,186961,0.483681,51.555173,42,3,2,1,19-08-14,3,20:00,450,E10000012,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01021300
416325,432234,-1.753706,53.786172,13,3,2,1,03-04-14,5,7:35,200,E08000032,3,641,3,30,3,2,6,0,0,4,1,1,1,0,0,1,1,E01010730
550320,158320,0.155053,51.304098,46,3,2,1,22-05-14,5,17:30,538,E10000016,1,25,3,70,0,-1,-1,0,0,0,1,9,1,0,0,2,2,E01024422
546400,170230,0.103758,51.41214,1,3,2,3,14-12-14,1,23:15,19,E09000006,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000735
394483,129248,-2.080125,51.062483,54,3,2,1,23-08-14,7,18:20,635,E06000054,5,25,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01032030
357267,365748,-2.640987,53.187084,7,3,2,1,12-08-14,3,12:30,130,E06000050,3,49,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01018725
391399,177773,-2.125316,51.498779,54,3,3,1,24-11-14,2,17:21,635,E06000054,3,350,3,70,0,-1,-1,0,0,0,6,1,1,4,0,2,1,E01031939
535040,180750,-0.055474,51.509496,1,3,2,1,13-06-14,6,20:20,5,E09000030,3,1203,6,30,3,2,5,0,0,5,1,1,1,0,0,1,2,E01004297
295708,92085,-3.478782,50.71894,50,3,2,1,20-11-14,5,8:38,581,E10000008,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01033234
573771,191581,0.50748,51.596217,42,3,4,1,21-04-14,2,12:45,450,E10000012,3,132,6,40,8,4,6,0,0,0,1,1,1,0,0,2,1,E01021330
604370,121010,0.908366,50.95221,46,3,1,1,14-08-14,5,9:30,539,E10000016,6,1711,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024535
435520,282990,-1.478856,52.443696,20,3,1,1,18-09-14,5,18:58,302,E08000026,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01009604
435640,333930,-1.471595,52.901612,30,2,1,1,08-08-14,6,16:00,323,E06000015,6,0,6,30,3,4,6,0,0,0,1,2,2,6,0,1,2,E01013569
359734,173555,-2.580986,51.45948,52,3,2,1,08-06-14,1,14:55,601,E06000023,6,0,6,20,3,4,6,0,0,1,1,1,1,0,0,1,1,E01033358
530100,171060,-0.130182,51.423571,1,3,2,1,27-02-14,5,10:00,9,E09000022,3,23,3,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01003114
391064,405378,-2.136333,53.544956,6,3,1,1,01-09-14,2,19:05,104,E08000004,6,0,6,20,6,4,5,0,0,0,1,1,1,0,0,1,2,E01005352
506840,182820,-0.461032,51.534133,1,3,2,3,11-03-14,3,12:45,26,E09000017,5,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01002414
322420,674720,-3.244196,55.959253,95,3,2,1,11-03-14,3,6:55,923,S12000036,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,
404260,268600,-1.938942,52.315458,22,3,2,2,21-09-14,1,14:15,274,E10000034,3,441,6,30,1,4,3,441,0,0,1,1,1,0,0,2,2,E01032226
253567,665161,-4.341068,55.857378,97,3,2,1,13-09-14,7,17:15,926,S12000043,6,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,
261918,665496,-4.207933,55.862851,97,2,1,1,09-11-14,1,23:00,926,S12000043,6,0,6,30,7,2,4,763,0,5,4,2,2,0,0,1,1,
472549,173273,-0.957278,51.453747,43,3,2,1,12-12-14,6,4:26,472,E06000038,3,329,6,30,0,-1,-1,0,0,4,4,2,2,0,0,1,1,E01033421
612158,250438,1.097023,52.111505,37,3,2,1,25-11-14,3,18:32,413,E10000029,5,496,6,30,3,4,6,0,0,0,4,8,2,0,0,2,1,E01030043
591289,298405,0.819939,52.549836,36,3,2,2,14-01-14,3,17:00,400,E10000020,5,402,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01026491
393289,398953,-2.102615,53.487238,6,3,2,1,15-07-14,3,16:49,110,E08000008,5,0,6,20,3,4,6,0,0,1,1,1,1,0,0,1,1,E01005952
272754,196533,-3.840819,51.6531,62,3,1,2,01-05-14,5,8:40,743,W06000012,3,465,3,70,0,-1,-1,0,0,0,1,1,2,0,0,2,1,W01000912
434160,276880,-1.499487,52.388854,20,3,2,1,20-11-14,5,8:15,302,E08000026,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01032534
361596,393097,-2.579524,53.433239,7,3,3,3,23-06-14,2,18:45,128,E06000007,6,0,6,40,3,4,6,0,0,0,1,1,1,0,0,2,1,E01012468
518469,151295,-0.303957,51.248473,45,3,1,1,27-07-14,1,11:06,512,E10000030,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01030525
516209,149758,-0.336822,51.235123,45,3,4,1,08-09-14,2,23:05,512,E10000030,5,132,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01030534
547400,185170,0.124357,51.546125,1,3,1,1,26-06-14,5,10:25,16,E09000002,3,1153,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01000074
600140,143670,0.860744,51.157207,46,3,2,1,18-01-14,7,10:18,530,E10000016,3,28,1,40,1,2,3,20,0,5,1,1,1,0,0,2,1,E01023981
353160,477020,-2.71929,54.186808,3,2,2,1,19-04-14,7,11:45,65,E10000006,3,6070,6,30,9,-1,6,0,0,0,1,1,1,0,0,2,1,E01019348
522800,189180,-0.228818,51.588049,1,2,2,1,04-11-14,3,18:00,30,E09000003,3,504,6,30,6,4,6,0,0,4,4,2,2,0,6,1,1,E01000239
578043,188207,0.567383,51.564577,42,3,2,1,16-04-14,4,11:30,453,E10000012,3,13,6,30,8,4,6,0,0,0,1,1,1,0,0,1,2,E01021481
574050,168900,0.500325,51.392386,46,3,2,2,28-03-14,6,13:10,544,E06000035,3,2,3,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01016154
522620,180320,-0.2345,51.508461,1,3,2,1,12-06-14,5,17:30,11,E09000013,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01001945
435064,407923,-1.472038,53.566745,14,3,2,1,14-11-14,6,10:30,210,E08000016,3,61,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01032550
576146,210502,0.551273,51.765437,42,3,2,2,15-04-14,3,8:08,454,E10000012,4,1137,6,40,3,4,6,0,0,0,1,1,1,0,0,2,1,E01021537
558430,145200,0.265501,51.184017,46,3,2,1,15-01-14,4,17:00,542,E10000016,3,26,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01024780
439096,259352,-1.428991,52.230949,23,3,1,5,17-01-14,6,22:00,293,E10000031,4,4451,6,50,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01031199
511250,173080,-0.400544,51.445738,1,3,2,1,27-07-14,1,21:35,25,E09000018,3,312,6,30,7,2,4,3377,0,5,4,1,1,0,0,1,1,E01002612
504388,432248,-0.41742,53.776106,16,3,2,1,15-04-14,3,12:15,231,E06000011,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01012963
370823,409684,-2.442195,53.582921,6,3,2,2,08-03-14,7,4:44,100,E08000001,4,6226,6,30,3,2,5,0,0,0,4,1,1,0,0,1,1,E01004870
581931,186689,0.622632,51.549702,42,3,3,1,20-09-14,7,22:20,453,E10000012,3,13,6,30,0,-1,-1,0,0,0,4,1,1,0,0,2,2,E01021518
546940,171240,0.111935,51.421076,1,3,2,1,02-08-14,7,17:40,18,E09000004,3,211,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000384
383070,279140,-2.250327,52.409967,22,3,2,1,12-10-14,1,11:30,278,E10000034,4,4189,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01032479
515379,429954,-0.251572,53.75318,16,3,1,1,23-01-14,5,8:25,228,E06000010,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01012845
416660,341370,-1.753386,52.969413,30,3,1,1,10-10-14,6,14:46,329,E10000007,4,5033,6,60,3,4,3,515,0,0,1,2,2,0,0,2,1,E01019607
494452,418041,-0.572471,53.650345,16,2,1,1,13-04-14,1,0:45,232,E06000013,5,1207,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01013292
456548,336818,-1.160284,52.925782,31,3,2,1,30-06-14,2,16:40,346,E06000018,4,679,3,30,3,2,6,0,0,4,1,1,1,0,0,1,1,E01013901
440609,519239,-1.373436,54.566766,17,3,1,1,05-04-14,7,19:12,245,E06000004,5,138,6,50,0,-1,-1,0,0,0,1,2,2,7,0,2,1,E01012225
317703,175237,-3.186258,51.470043,62,3,2,1,27-08-14,4,23:14,741,W06000015,6,0,6,30,6,2,3,4160,0,5,4,2,2,0,0,1,1,W01001765
500850,226323,-0.534772,51.926256,40,3,1,1,07-10-14,3,11:35,424,E06000056,3,5120,6,60,0,-1,-1,0,0,0,1,4,1,0,0,2,1,E01017615
457361,201747,-1.171192,51.711485,43,1,2,1,17-02-14,2,5:32,484,E10000025,4,480,6,50,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01028641
636520,170880,1.398092,51.387582,46,3,2,1,23-08-14,7,16:20,541,E10000016,5,2052,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01024659
468701,354044,-0.975875,53.079193,31,2,2,1,18-07-14,6,17:30,345,E10000024,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01028348
256926,659593,-4.284518,55.808398,97,3,1,1,15-01-14,4,18:50,922,S12000011,6,0,6,30,6,4,6,0,0,1,4,2,2,0,0,1,1,
531140,181600,-0.111324,51.518053,1,3,2,1,07-10-14,3,6:08,2,E09000007,3,40,6,30,3,2,3,5200,0,5,7,2,2,0,0,1,1,E01032740
557911,121391,0.247687,50.970229,47,3,1,1,07-01-14,3,18:00,556,E10000011,6,0,6,30,3,4,3,265,0,0,4,2,2,0,0,2,2,E01021193
538096,197324,-0.004951,51.657693,42,1,1,1,20-11-14,5,17:26,456,E10000012,3,112,6,30,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01021806
522790,168440,-0.236173,51.401653,1,3,2,1,11-07-14,6,17:35,22,E09000024,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01003471
456299,81503,-1.205364,50.630446,44,3,1,2,15-01-14,4,16:30,505,E06000046,3,3020,6,60,0,-1,-1,0,0,0,6,5,2,0,0,2,1,E01017359
532610,180160,-0.090691,51.504769,1,3,1,1,09-10-14,5,12:15,8,E09000028,3,3200,6,30,3,4,3,3,0,5,1,1,1,0,0,1,1,E01003929
502726,178181,-0.521675,51.493198,43,3,5,1,17-08-14,1,18:13,473,E06000039,1,4,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01016481
530510,181530,-0.120424,51.517569,1,3,1,1,15-08-14,6,11:54,2,E09000007,3,4200,6,30,6,2,3,40,0,5,1,1,1,0,0,1,1,E01000918
277602,102460,-3.738608,50.808663,50,3,2,1,13-11-14,5,17:00,586,E10000008,3,377,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01020083
409370,145690,-1.86726,51.210285,54,3,1,1,26-12-14,6,7:35,635,E06000054,6,0,6,60,0,-1,-1,0,0,0,6,7,2,0,7,2,1,E01032696
377780,366342,-2.334048,53.193679,7,3,2,1,13-02-14,5,19:31,129,E06000049,3,54,6,60,8,4,6,0,0,0,6,1,1,0,0,2,1,E01018413
447408,107895,-1.327674,50.868557,44,3,1,1,10-01-14,6,19:02,491,E10000014,4,3397,6,30,0,-1,-1,0,0,8,4,2,2,0,0,2,1,E01022690
522050,181090,-0.242443,51.515505,1,3,1,1,15-10-14,4,18:25,11,E09000013,5,0,6,30,0,-1,-1,0,0,1,4,2,2,0,0,1,1,E01001876
352307,397560,-2.720008,53.472592,5,3,5,1,17-01-14,6,7:53,92,E08000013,3,580,3,60,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01006850
385276,393246,-2.223108,53.435776,6,3,4,1,10-03-14,2,9:30,102,E08000003,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01005309
525270,181370,-0.195962,51.517317,1,3,1,1,09-08-14,7,14:20,1,E09000033,5,0,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01004653
394380,286970,-2.084192,52.480595,20,3,2,1,27-03-14,5,23:24,303,E08000027,6,0,6,30,3,4,6,0,0,4,4,1,1,0,0,1,1,E01009876
207155,80375,-4.725952,50.591109,50,1,3,2,05-10-14,1,11:26,596,E06000052,3,39,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01018940
453923,320183,-1.202074,52.776524,33,3,1,1,25-10-14,7,12:08,362,E10000018,4,589,6,30,6,2,5,6204,0,5,1,1,1,0,0,1,1,E01025705
564107,126240,0.338046,51.012066,47,2,1,1,06-08-14,4,16:45,555,E10000011,5,211,6,60,0,-1,-1,0,0,0,1,1,1,5,0,2,1,E01021099
442090,521858,-1.350157,54.590181,17,3,2,1,15-11-14,7,11:10,245,E06000004,3,177,1,30,1,4,5,144,0,0,1,1,1,0,0,1,2,E01012250
241570,662489,-4.530978,55.829601,97,3,1,1,20-09-14,7,11:25,935,S12000038,4,787,6,30,9,4,6,0,0,0,1,1,1,0,2,1,1,
256242,664577,-4.29806,55.852941,97,3,2,1,18-03-14,3,9:30,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,2,2,0,0,1,1,
386406,217698,-2.19881,51.857659,53,3,1,1,18-11-14,3,7:03,623,E10000013,5,8013,6,30,3,4,6,2051,0,1,1,1,2,0,0,1,2,E01022283
444660,372330,-1.332185,53.246103,30,3,3,1,17-10-14,6,8:31,322,E10000007,3,6192,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01019549
559024,182503,0.290653,51.51901,42,3,1,1,03-03-14,2,8:40,462,E06000034,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01015973
508720,207160,-0.426381,51.752544,41,2,2,1,06-09-14,7,18:03,431,E10000015,6,97,6,60,3,4,6,521,0,0,1,1,1,0,0,2,1,E01023409
308537,593682,-3.439587,55.228878,98,3,1,3,22-08-14,6,22:44,917,S12000006,4,7020,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,
408560,91100,-1.880126,50.719399,55,3,1,1,30-08-14,7,17:35,640,E06000028,5,307,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01015283
520520,206880,-0.255612,51.747615,41,3,5,2,26-10-14,1,18:07,434,E10000015,3,414,3,70,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01023680
479450,359550,-0.814086,53.127188,31,3,1,1,23-08-14,7,17:30,345,E10000024,3,1,7,70,5,4,6,0,0,0,1,1,1,0,0,2,1,E01028337
515240,305920,-0.298403,52.638767,35,3,2,1,31-01-14,6,8:15,394,E06000031,4,1443,6,30,8,4,6,0,0,0,1,1,1,0,0,2,1,E01015629
523130,178850,-0.227668,51.495139,1,3,2,1,07-05-14,4,17:15,11,E09000013,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01001898
332160,428728,-3.030291,53.750485,4,3,2,1,20-09-14,7,12:10,74,E10000017,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01024987
271246,666358,-4.059405,55.873173,97,2,2,1,25-06-14,4,7:15,932,S12000044,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,2,
526640,181160,-0.176303,51.515124,1,3,1,1,19-12-14,6,11:04,1,E09000033,3,4205,6,30,6,2,5,0,0,0,1,1,1,0,0,1,1,E01004682
352825,379385,-2.709483,53.309281,7,1,4,3,09-10-14,5,12:01,130,E06000050,1,56,3,70,0,-1,-1,0,0,0,1,1,1,4,0,2,1,E01018708
439720,352840,-1.408624,53.071307,30,2,2,1,20-09-14,7,4:10,320,E10000007,3,38,3,70,0,-1,-1,0,0,0,6,1,1,4,0,2,1,E01019477
336008,390995,-2.964196,53.411858,5,3,2,3,02-08-14,7,9:01,91,E08000012,3,580,2,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01006747
374120,416850,-2.392993,53.647505,4,3,2,1,13-09-14,7,13:56,70,E06000008,6,0,6,30,6,3,6,0,0,0,1,1,1,0,0,2,1,E01032486
388842,401043,-2.16971,53.505948,6,3,2,1,03-11-14,2,11:10,104,E08000004,3,62,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01005370
