Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
560850,167540,0.31015,51.38406,46,3,1,1,22-10-14,4,16:05,538,E10000016,6,1192,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024441
533550,185340,-0.075192,51.551098,1,3,2,1,07-11-14,6,18:08,4,E09000012,3,10,6,30,6,4,6,0,0,0,4,1,2,0,0,1,1,E01001747
572111,281132,0.52848,52.401098,37,3,1,1,19-01-14,1,13:01,411,E10000029,4,1112,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01029942
546814,200024,0.122129,51.679746,42,3,5,1,30-06-14,2,12:30,456,E10000012,1,25,3,50,0,-1,-1,0,0,0,1,1,1,4,0,2,1,E01021759
435950,387905,-1.460946,53.386759,14,3,2,1,02-07-14,4,8:40,215,E08000019,3,61,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01033270
416914,563316,-1.737353,54.964211,10,2,2,1,17-12-14,4,8:10,146,E08000020,3,695,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01008248
250160,199810,-4.1686,51.676972,63,3,2,1,21-01-14,3,19:03,751,W06000010,6,0,1,30,1,4,6,0,0,0,4,2,2,0,0,1,1,W01000732
519350,188750,-0.278739,51.584926,1,3,2,1,18-06-14,4,16:37,28,E09000005,3,4006,6,30,3,4,6,0,0,4,1,1,1,0,0,1,2,E01000543
463508,167616,-1.08839,51.403972,43,3,2,1,06-01-14,2,12:35,471,E06000037,6,7156,6,30,8,4,6,0,0,0,1,1,2,0,0,2,1,E01016309
543074,208136,0.071401,51.7536,42,3,2,1,18-09-14,5,10:45,457,E10000012,4,1133,1,40,1,1,3,1169,0,0,1,1,1,0,0,1,2,E01021829
508078,223790,-0.430491,51.902135,40,2,2,4,19-12-14,6,17:45,421,E06000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01015782
517900,169460,-0.306099,51.411858,1,3,2,1,10-09-14,4,12:19,23,E09000021,6,0,2,30,9,2,3,308,0,5,1,1,1,0,0,1,2,E01002968
407830,285080,-1.88619,52.463579,20,3,2,1,24-04-14,5,14:40,300,E08000025,3,4540,3,30,1,4,3,435,0,0,1,8,1,0,0,1,2,E01009365
252500,268330,-4.164266,52.293215,63,1,4,3,27-01-14,2,8:35,750,W06000008,3,487,6,60,0,-1,-1,0,0,0,1,8,2,0,0,2,1,W01000540
334329,397752,-2.990864,53.472379,5,3,3,2,12-08-14,3,15:05,93,E08000014,3,5036,3,40,3,4,6,0,0,7,1,2,2,0,0,1,1,E01006976
493897,101330,-0.668842,50.803862,47,3,2,2,01-11-14,7,14:53,558,E10000032,6,0,6,40,8,4,6,0,0,0,1,1,1,0,0,1,1,E01031402
444488,110746,-1.368821,50.894425,44,3,2,1,12-08-14,3,12:00,500,E06000045,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01017275
426972,439836,-1.591447,53.854057,13,3,2,2,15-12-14,2,13:55,204,E08000035,3,660,6,40,6,2,6,0,0,0,1,1,1,0,0,1,1,E01011380
586480,193235,0.69164,51.607011,42,3,2,1,09-12-14,3,15:48,459,E10000012,6,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01021927
623361,309935,1.299963,52.641116,36,3,2,1,19-09-14,6,17:10,404,E10000020,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01026845
458420,301075,-1.138803,52.604299,33,3,2,2,09-01-14,5,18:07,364,E06000016,4,5366,6,30,8,4,6,0,0,4,4,1,1,0,0,1,1,E01013614
398233,310200,-2.027589,52.689459,21,3,2,6,09-09-14,3,12:50,250,E10000028,3,34,1,30,1,4,3,4601,0,0,1,1,1,0,0,1,1,E01029360
491644,335592,-0.638695,52.909929,32,3,2,1,20-01-14,2,18:35,355,E10000019,5,476,6,30,8,4,6,0,0,0,4,2,2,0,0,1,1,E01026323
467343,411062,-0.984038,53.591812,14,3,3,1,03-11-14,2,7:40,211,E08000017,1,180,3,70,0,-1,-1,0,0,0,1,2,2,0,0,2,2,E01007559
465483,98238,-1.072563,50.779964,44,3,1,2,18-03-14,3,14:20,498,E06000044,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01017070
314150,672560,-3.37593,55.938443,95,3,2,1,10-08-14,1,17:50,923,S12000036,3,8,3,70,0,-1,-1,0,0,0,1,2,2,0,0,2,1,
250204,666767,-4.395633,55.870763,97,2,2,1,30-08-14,7,12:00,935,S12000038,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
417909,432916,-1.729625,53.79225,13,3,3,2,14-05-14,4,15:40,200,E08000032,3,647,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010624
406230,278500,-1.909861,52.404444,20,2,1,1,04-10-14,7,7:45,300,E08000025,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01032134
315010,669380,-3.361165,55.910032,95,3,2,1,25-02-14,3,17:21,923,S12000036,3,71,6,50,0,-1,-1,0,0,0,1,1,2,0,0,2,1,
326920,674290,-3.172018,55.956096,95,3,1,1,18-07-14,6,13:10,923,S12000036,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
504139,250954,-0.479464,52.147026,40,3,2,1,30-09-14,3,13:34,420,E06000055,6,0,6,30,8,4,-1,-1,0,0,1,1,1,0,0,1,1,E01017499
458320,306215,-1.139373,52.650513,33,3,2,1,22-01-14,4,18:30,364,E06000016,3,6,3,40,6,2,5,1773,0,5,4,2,2,0,0,1,2,E01013607
353182,381583,-2.704451,53.329069,7,3,2,1,20-12-14,7,15:35,124,E06000006,3,533,1,40,1,4,4,5155,0,7,1,1,1,0,0,1,1,E01012396
516940,302560,-0.27448,52.608212,35,3,2,1,06-02-14,5,19:00,394,E06000031,3,15,1,30,1,4,6,0,0,0,4,2,2,0,0,1,2,E01015676
544870,178830,0.085292,51.489811,1,3,3,1,03-03-14,2,8:35,6,E09000011,3,206,3,30,0,-1,-1,0,0,4,1,8,2,0,0,1,1,E01001631
380655,399512,-2.293054,53.491948,6,2,2,1,03-10-14,6,11:52,107,E08000006,3,576,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01005680
491372,335905,-0.64265,52.912788,32,3,1,1,24-05-14,7,13:35,355,E10000019,4,1174,6,30,0,-1,-1,0,0,4,5,8,2,0,0,1,2,E01026323
518120,177780,-0.300162,51.48659,1,2,1,1,23-05-14,6,19:06,25,E09000018,4,455,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01002567
373049,427881,-2.410157,53.746598,4,3,2,1,29-12-14,2,17:30,75,E10000017,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01025078
312136,89634,-3.245544,50.699623,50,2,2,1,24-01-14,6,20:01,580,E10000008,6,0,6,30,9,4,6,0,0,0,4,2,2,0,0,2,1,E01019954
474529,262686,-0.909527,52.257269,34,3,2,1,07-07-14,2,10:00,384,E10000021,5,151,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01027190
481447,106135,-0.84442,50.848946,47,3,2,1,21-12-14,1,12:30,559,E10000032,3,27,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01031506
529940,178300,-0.129824,51.488673,1,3,2,1,25-09-14,5,23:35,1,E09000033,3,202,6,30,6,2,3,3212,0,5,4,1,1,0,0,1,1,E01004737
458758,345366,-1.125865,53.002377,31,3,2,1,16-12-14,3,10:44,343,E10000024,6,0,6,30,6,4,6,0,0,4,1,1,2,0,0,1,1,E01028209
307567,190642,-3.336198,51.606954,62,3,1,1,10-07-14,5,13:47,744,W06000016,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,W01001258
295602,856359,-3.747781,57.58524,91,3,2,2,10-12-14,4,16:00,927,S12000017,3,96,6,60,3,4,6,0,0,0,6,5,2,0,0,2,1,
366489,387586,-2.505291,53.384039,7,3,6,1,12-03-14,4,7:33,128,E06000007,1,6,3,70,0,-1,-1,0,0,0,1,1,1,4,0,2,1,E01012515
612299,302461,1.131939,52.578464,36,2,4,1,09-06-14,2,14:36,406,E10000020,5,542,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01026933
356483,425566,-2.661016,53.724668,4,3,2,1,16-08-14,7,9:57,83,E10000017,4,6258,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01025401
447316,111375,-1.328532,50.899857,44,3,2,1,25-06-14,4,15:15,500,E06000045,3,3024,6,40,8,4,6,0,0,0,1,1,1,0,0,1,1,E01017168
295604,665396,-3.669934,55.870429,95,3,1,1,21-12-14,1,7:00,940,S12000040,1,8,3,70,0,-1,-1,0,0,0,6,5,2,0,0,1,1,
368100,426910,-2.485099,53.73759,4,3,1,1,30-09-14,3,9:00,70,E06000008,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01012596
652343,293055,1.714578,52.476993,37,3,1,1,10-01-14,6,13:58,416,E10000029,3,1117,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01030270
545049,195387,0.094696,51.638539,42,3,1,1,02-09-14,3,12:50,456,E10000012,3,113,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01021750
530580,173410,-0.122416,51.44458,1,3,2,1,14-01-14,3,18:50,9,E09000022,3,205,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01003025
500369,443271,-0.474789,53.875936,16,2,2,1,19-09-14,6,11:18,231,E06000011,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01012927
581431,109247,0.576302,50.854211,47,2,2,2,16-07-14,4,10:38,552,E10000011,3,259,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01020979
299501,667322,-3.608399,55.888557,95,3,2,4,18-03-14,3,22:00,940,S12000040,1,8,3,70,0,-1,-1,0,0,0,6,1,1,0,0,2,1,
525730,233160,-0.170624,51.982637,41,3,3,2,11-06-14,4,9:50,433,E10000015,3,507,6,40,3,4,6,1361,0,0,1,1,1,0,0,2,1,E01023663
599520,140050,0.849885,51.124912,46,3,1,1,20-04-14,1,8:10,530,E10000016,6,1511,6,60,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024008
530990,181970,-0.113347,51.521413,1,3,2,1,24-10-14,6,6:48,2,E09000007,3,5200,6,30,3,2,3,401,0,5,4,1,1,0,0,1,1,E01000914
423809,423855,-1.64076,53.710574,13,3,2,1,16-09-14,3,15:35,203,E08000034,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01011015
560110,148910,0.291172,51.216884,46,3,2,1,28-10-14,3,16:30,542,E10000016,6,4205,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01024749
525714,147548,-0.201516,51.213247,45,3,2,2,16-05-14,6,8:40,513,E10000030,3,217,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01030632
433600,383346,-1.496761,53.345935,14,3,2,1,14-10-14,3,7:20,215,E08000019,3,621,6,30,6,2,5,735,0,5,1,9,1,0,0,1,2,E01007929
554100,173180,0.215676,51.436607,46,3,5,2,21-07-14,2,14:15,532,E10000016,3,225,6,40,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024167
347457,166926,-2.756699,51.39887,52,3,2,1,23-05-14,6,12:55,605,E06000024,3,370,6,50,3,4,6,0,0,0,1,1,1,0,0,2,1,E01014739
492243,225465,-0.660133,51.920035,40,2,1,1,06-04-14,1,22:29,424,E06000056,5,194,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01017608
459094,358313,-1.118486,53.118711,31,3,2,1,13-06-14,6,8:30,345,E10000024,4,6020,6,30,3,4,5,1,0,4,1,1,1,0,0,2,2,E01028343
321780,673100,-3.253974,55.944597,95,3,2,1,04-02-14,3,8:10,923,S12000036,3,8,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
546900,262070,0.149885,52.237187,35,2,1,1,12-02-14,4,8:34,395,E10000003,3,10,1,40,1,2,3,14,0,0,1,1,1,0,0,2,1,E01018274
412700,93990,-1.821381,50.745313,55,3,1,1,01-05-14,5,16:32,640,E06000028,3,3060,7,40,6,2,6,0,0,5,1,1,1,0,0,1,2,E01015319
541740,191260,0.045242,51.602298,1,3,2,1,20-09-14,7,8:30,14,E09000026,3,113,6,30,3,4,6,0,0,0,1,1,2,0,7,1,1,E01003659
536280,176960,-0.039079,51.47514,1,3,2,1,09-08-14,7,21:54,7,E09000023,3,2,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01003303
552710,279480,0.242798,52.392011,35,3,2,1,03-10-14,6,8:00,391,E10000003,3,10,1,60,1,4,3,142,0,8,1,1,2,0,0,2,1,E01033428
443150,346630,-1.358263,53.015221,30,3,1,1,20-12-14,7,13:03,320,E10000007,3,6007,6,30,0,-1,-1,0,0,4,1,2,2,0,0,1,2,E01019441
392935,403391,-2.108051,53.527125,6,3,2,2,13-01-14,2,11:20,104,E08000004,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01005322
483091,346272,-0.763109,53.007302,32,3,2,3,17-10-14,6,17:39,355,E10000019,3,1,3,70,5,4,5,418,0,0,1,1,1,0,0,2,1,E01026355
328910,524170,-3.102142,54.607687,3,3,1,1,27-12-14,7,5:15,60,E10000006,3,66,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01019106
435530,281960,-1.478818,52.434436,20,2,2,4,05-07-14,7,0:50,302,E08000026,4,4109,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01009610
521840,218010,-0.232593,51.847354,41,3,2,1,22-01-14,4,9:27,433,E10000015,4,656,6,30,3,4,6,1254,0,0,1,1,2,0,0,1,1,E01023595
507010,181870,-0.458871,51.525562,1,3,2,1,15-03-14,7,12:13,26,E09000017,5,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01002412
529210,182780,-0.138692,51.529102,1,3,2,1,22-08-14,6,23:00,2,E09000007,3,400,6,30,3,4,5,0,0,0,4,1,1,0,0,1,2,E01000950
535040,170550,-0.059367,51.417833,1,3,2,2,31-07-14,5,8:40,19,E09000006,3,234,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000806
351170,253090,-2.715482,52.173862,22,2,3,1,30-11-14,1,12:21,285,E06000019,3,49,6,50,3,4,3,417,0,0,1,1,1,0,0,2,1,E01014025
630070,144860,1.288818,51.156648,46,3,1,1,12-03-14,4,16:45,533,E10000016,5,604,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024254
363516,392445,-2.55055,53.427516,7,3,3,1,08-12-14,2,8:52,128,E06000007,1,62,7,70,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01012472
406710,290530,-1.902567,52.51259,20,2,1,1,24-08-14,1,0:02,300,E08000025,3,34,3,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01033621
480439,136674,-0.851982,51.123652,44,2,1,3,15-11-14,7,21:20,497,E10000014,4,3002,6,40,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01022640
526370,169870,-0.184225,51.41372,1,3,2,1,01-12-14,2,16:32,22,E09000024,3,24,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01003357
531640,180010,-0.104715,51.503648,1,3,2,1,08-06-14,1,20:47,8,E09000028,3,201,6,30,6,2,4,300,0,5,1,1,1,0,0,1,1,E01032583
424562,419737,-1.629677,53.673526,13,3,2,1,12-05-14,2,23:45,203,E08000034,4,6117,6,30,0,-1,-1,0,0,1,4,1,1,0,0,1,2,E01011261
380320,280000,-2.290806,52.417606,22,3,1,1,12-01-14,1,8:50,278,E10000034,3,442,6,60,0,-1,-1,0,0,0,1,1,4,0,0,2,1,E01032479
626556,281031,1.327429,52.380384,37,3,2,1,10-03-14,2,8:45,413,E10000029,4,1123,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01030053
458545,315460,-1.134406,52.73359,33,3,2,2,23-07-14,4,19:15,362,E10000018,5,5216,6,60,3,4,3,6,0,0,1,1,1,0,0,2,1,E01025674
397545,374242,-2.038273,53.265155,7,2,1,1,25-05-14,1,16:16,129,E06000049,5,406,6,50,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01018670
304613,366333,-3.428963,53.185497,60,3,2,1,04-01-14,7,9:00,723,W06000004,6,0,6,30,3,4,4,5382,0,0,1,1,1,0,0,2,2,W01000198
244260,205220,-4.256281,51.723972,63,3,1,1,22-01-14,4,16:20,751,W06000010,6,0,9,30,0,-1,-1,0,0,0,4,2,2,0,0,2,1,W01000730
590090,168030,0.730144,51.379429,46,3,5,2,13-11-14,5,15:55,540,E10000016,5,111,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01032655
371486,404162,-2.431675,53.533325,6,3,2,1,25-05-14,1,13:36,107,E08000006,3,6,6,30,0,-1,-1,0,0,0,1,8,2,0,0,1,1,E01005659
409460,243790,-1.863345,52.092339,22,3,4,1,16-06-14,2,22:45,277,E10000034,4,4035,6,30,3,4,6,0,0,0,6,1,1,0,0,2,1,E01032350
553470,183290,0.211009,51.527617,1,3,1,1,06-10-14,2,17:15,15,E09000016,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01002349
505616,251075,-0.457849,52.147833,40,1,1,2,17-09-14,4,23:36,420,E06000055,6,0,6,30,0,-1,-1,0,0,8,1,1,1,0,0,1,1,E01017482
352798,464660,-2.7229,54.075696,4,3,1,1,27-04-14,1,15:48,76,E10000017,6,0,6,60,3,4,3,683,0,0,1,1,1,0,0,2,1,E01025131
537450,169760,-0.025036,51.410155,1,3,1,1,13-05-14,3,6:25,19,E09000006,3,2015,6,30,6,2,3,2015,0,5,1,1,1,0,0,1,1,E01000714
352893,381250,-2.70874,53.32605,7,3,2,3,23-08-14,7,18:56,124,E06000006,6,0,6,20,6,2,6,0,0,5,1,1,1,0,0,1,1,E01012399
421662,286612,-1.682501,52.476981,23,3,2,1,21-07-14,2,7:20,290,E10000031,1,6,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01031022
498161,371414,-0.530903,53.230686,32,3,2,1,15-01-14,4,5:56,352,E10000019,4,1308,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,2,E01026122
518730,166490,-0.295163,51.384991,1,3,1,1,18-09-14,5,21:31,23,E09000021,4,3364,6,30,3,4,3,240,0,0,4,1,1,0,0,1,1,E01002997
634946,322738,1.479997,52.751113,36,3,2,1,23-05-14,6,19:00,405,E10000020,5,809,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01026769
321566,180413,-3.131805,51.517124,62,3,2,1,06-12-14,7,9:20,741,W06000015,6,0,6,30,3,4,6,0,0,0,1,1,4,0,0,2,1,W01001805
557618,180214,0.269382,51.498838,42,3,2,1,20-10-14,2,21:43,462,E06000034,1,25,1,70,1,2,3,13,0,0,4,1,1,0,0,2,1,E01015928
536500,187280,-0.031918,51.567826,1,3,2,1,10-09-14,4,17:50,13,E09000031,3,104,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01004422
373411,371153,-2.399843,53.236723,7,3,1,1,18-07-14,6,8:05,129,E06000049,1,6,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01018722
550330,163140,0.157229,51.347406,46,3,2,1,21-03-14,6,8:00,538,E10000016,1,25,1,70,1,4,6,0,0,0,1,1,2,0,0,2,2,E01024421
359017,748340,-2.669534,56.625165,93,3,1,1,21-12-14,1,5:30,912,S12000041,3,933,6,60,3,4,4,961,0,0,6,1,1,0,0,2,1,
446218,349290,-1.312155,53.038876,31,2,1,2,13-08-14,4,16:17,342,E10000024,3,608,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01028092
436825,555778,-1.427346,54.895406,10,3,3,1,28-06-14,7,12:00,150,E08000024,3,183,6,30,3,4,6,5174,0,4,1,1,1,0,0,1,1,E01008758
501339,185872,-0.539437,51.56258,43,3,1,2,13-02-14,5,11:26,477,E10000002,1,40,7,70,7,4,1,25,0,0,1,1,2,0,0,2,1,E01017823
337781,394190,-2.938158,53.440786,5,3,1,1,10-05-14,7,11:30,91,E08000012,6,0,3,30,0,-1,-1,0,2,4,1,1,1,0,0,1,1,E01006603
340142,391464,-2.9021,53.41656,5,2,1,1,21-12-14,1,8:05,91,E08000012,3,57,3,30,0,-1,-1,0,0,0,6,1,2,0,0,1,1,E01006569
530840,179640,-0.116372,51.500508,1,2,2,1,07-05-14,4,7:30,9,E09000022,3,23,1,30,1,2,3,3036,0,5,1,1,1,0,0,1,2,E01003013
295865,196794,-3.506954,51.660206,62,3,2,3,06-06-14,6,8:31,744,W06000016,3,4061,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,W01001269
367330,426000,-2.496675,53.729363,4,3,3,1,07-05-14,4,14:38,70,E06000008,3,6062,6,30,8,4,6,0,0,0,1,2,2,0,0,1,1,E01012593
501736,189363,-0.532701,51.593888,43,2,2,1,09-11-14,1,14:12,477,E10000002,1,25,7,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01017819
255694,666623,-4.307896,55.871145,97,3,1,1,16-04-14,4,10:20,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
521827,165804,-0.250914,51.37817,45,3,2,1,08-01-14,4,7:05,38,E10000030,6,2020,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01030389
320710,542890,-3.234159,54.774659,3,3,1,1,23-10-14,5,19:30,60,E10000006,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,2,2,E01019081
518530,229470,-0.276686,51.951057,41,3,2,1,07-03-14,6,13:28,433,E10000015,6,342,6,30,9,4,-1,-1,0,0,1,1,1,0,0,1,1,E01023616
440704,559094,-1.3664,54.924903,10,3,2,1,02-11-14,1,13:05,150,E08000024,3,183,6,30,3,4,6,5338,0,8,1,1,1,0,0,1,1,E01008792
433025,178904,-1.525551,51.508056,43,2,2,1,12-11-14,4,13:39,471,E06000037,6,7136,6,30,3,4,6,7136,0,0,1,1,2,0,0,2,1,E01016306
204560,766487,-5.197979,56.748981,91,3,1,1,26-03-14,4,13:35,927,S12000017,3,82,6,40,0,-1,-1,0,0,0,1,1,2,0,0,2,1,
511650,200210,-0.386178,51.689503,41,3,1,1,30-04-14,4,15:45,437,E10000015,6,184,6,30,3,2,3,412,0,5,1,1,1,0,0,1,2,E01023875
540160,178390,0.017321,51.487043,1,3,2,1,09-08-14,7,11:25,6,E09000011,3,102,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01001665
556084,180797,0.247558,51.504502,42,3,2,1,30-04-14,4,11:10,462,E06000034,4,1335,1,30,1,4,6,0,0,0,1,1,1,0,0,2,1,E01015923
530034,347520,-0.063348,53.009183,32,3,1,2,02-09-14,3,20:10,351,E10000019,5,837,6,40,0,-1,-1,0,0,0,6,1,1,0,7,2,1,E01026057
505084,250048,-0.465938,52.138705,40,3,2,1,08-12-14,2,10:56,420,E06000055,3,4280,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01017469
343861,405536,-2.848671,53.543443,4,2,1,1,02-06-14,2,9:50,84,E10000017,3,570,3,70,0,-1,-1,0,0,0,1,4,2,0,0,2,1,E01025479
416417,551973,-1.745759,54.862295,11,3,1,1,15-01-14,4,9:45,169,E06000047,5,126,6,30,0,-1,-1,0,0,0,1,7,2,0,0,1,1,E01020638
468335,339615,-0.984387,52.949553,31,2,1,2,18-04-14,6,15:43,347,E10000024,3,52,6,40,1,4,3,46,0,8,1,1,1,0,0,2,1,E01028419
507193,427415,-0.376549,53.732114,16,3,2,1,19-09-14,6,5:55,228,E06000010,3,1166,1,30,1,4,6,0,0,0,4,2,2,0,0,1,1,E01012889
421293,436310,-1.678023,53.822628,13,3,1,2,13-11-14,5,12:10,204,E08000035,4,6156,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01011588
438949,556510,-1.394132,54.901823,10,3,2,1,27-09-14,7,12:30,150,E08000024,3,690,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01008835
489470,162051,-0.716636,51.350448,45,3,1,1,23-03-14,1,22:15,515,E10000030,6,3421,6,30,0,-1,-1,0,1,4,4,1,1,0,0,1,1,E01030786
415000,94040,-1.78878,50.745708,55,3,2,1,22-05-14,5,20:00,641,E10000009,4,3073,6,30,3,4,6,0,0,0,1,2,2,0,0,1,2,E01020352
529360,181190,-0.137114,51.514778,1,3,1,1,13-10-14,2,16:00,1,E09000033,5,0,6,30,6,4,5,0,0,0,1,2,2,0,0,1,2,E01033595
414994,432343,-1.773903,53.787191,13,3,2,1,13-04-14,1,19:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,4,1,0,0,1,1,E01010835
411870,283100,-1.826796,52.445706,20,3,2,1,13-08-14,4,10:40,300,E08000025,4,4146,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01009018
396910,286550,-2.046935,52.47684,20,3,2,1,27-07-14,1,14:00,305,E08000028,6,0,6,30,3,4,6,0,0,0,1,9,1,0,0,1,2,E01009931
518790,198000,-0.283683,51.668177,41,3,2,2,10-05-14,7,11:10,33,E10000015,6,478,6,30,3,4,6,562,0,1,1,1,1,0,0,1,2,E01023536
374972,414939,-2.37995,53.63037,6,3,2,4,17-03-14,2,20:27,100,E08000001,3,676,6,40,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01004789
390950,808359,-2.15126,57.166059,92,2,1,1,12-08-14,3,15:40,910,S12000033,6,0,6,20,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
389249,393235,-2.163304,53.435774,6,3,1,2,28-03-14,6,16:40,109,E08000007,4,5169,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01005921
378184,430297,-2.332465,53.768554,4,3,2,2,18-11-14,3,18:20,75,E10000017,3,56,3,70,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01025053
626235,324829,1.352605,52.773592,36,3,2,2,10-02-14,2,10:45,405,E10000020,6,0,6,30,0,-1,-1,0,0,0,1,2,2,6,0,2,1,E01026768
460147,98426,-1.14821,50.782232,44,2,1,1,03-02-14,2,8:19,493,E10000014,6,0,6,30,1,4,6,0,0,0,1,1,1,0,0,2,1,E01022799
330930,141114,-2.989239,51.165029,52,3,2,1,06-06-14,6,17:35,607,E10000027,3,38,1,50,1,4,3,39,0,0,1,1,1,0,0,2,1,E01029145
344625,464915,-2.847844,54.077172,4,3,2,1,14-09-14,1,11:45,76,E10000017,3,5105,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01025087
442589,111871,-1.39569,50.904684,44,2,2,1,18-09-14,5,16:15,500,E06000045,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01017139
526860,181910,-0.172864,51.521815,1,3,1,1,13-12-14,7,19:00,1,E09000033,3,5,6,30,6,2,3,5,0,5,1,1,1,0,0,1,1,E01004702
359967,398909,-2.604784,53.485357,6,3,2,1,18-11-14,3,11:50,114,E08000010,4,5207,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01006228
225520,53410,-4.454171,50.354611,50,3,1,1,24-07-14,5,15:00,596,E06000052,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,2,E01018776
